"","tree","cutyr","plot","stand","spp","tpa_tree","max_grade","dib","vol_log","vol_ac","grade","roadside","stumprt","stump_log","stump_ac","cumsurv","stump_ac_mortadj"
"45",116,80,"spfr",1,"white pine",35,5,5.06317221531234,0.00886681740234263,0.310338609081992,5,62.5,1.5,0.0133002261035139,0.465507913622988,0.239653161684823,0.111560443289054
"46",116,80,"spfr",1,"white pine",35,3,6.64772785390415,0.0201961944545004,0.706866805907513,5,62.5,1.5,0.0302942916817506,1.06030020886127,0.239653161684823,0.254104297388681
"47",117,55,"spfr",1,"white pine",35,2,7.79365177625874,0.0308800307175925,1.08080107511574,5,98.0479000065607,22.8287400039364,0.704952192565489,24.6733267397921,0.482852459628386,11.9135765035234
"48",117,55,"spfr",1,"white pine",35,1,7.28602849309647,0.0258893702299565,0.906127958048477,5,65.6536041322734,3.39216247936405,0.087820950308423,3.07373326079481,0.482852459628386,1.48415966521635
"49",117,55,"spfr",1,"white pine",35,3,4.13808442459555,0.00410057982302236,0.143520293805782,5,62.5,1.5,0.00615086973453353,0.215280440708674,0.482852459628386,0.103948690306066
"50",117,55,"spfr",1,"white pine",35,2,5.95719030091552,0.0147675232263438,0.516863312922032,5,62.5,1.5,0.0221512848395156,0.775294969383048,0.482852459628386,0.374353082904119
"51",117,55,"spfr",1,"white pine",35,2,6.68378043299247,0.0205004739171969,0.717516587101893,5,62.5,1.5,0.0307507108757954,1.07627488065284,0.482852459628386,0.519681973359471
"52",117,55,"spfr",1,"white pine",35,5,5.10630108388984,0.00912226541022156,0.319279289357755,5,62.5,1.5,0.0136833981153323,0.478918934036632,0.482852459628386,0.231247185262193
"53",117,55,"spfr",1,"white pine",35,5,8.33301763986795,0.0366322753433418,1.28212963701696,5,62.5,1.5,0.0549484130150127,1.92319445552544,0.482852459628386,0.928619173194135
"54",118,55,"spfr",1,"white pine",35,1,9.57653776229719,0.051658980088403,1.8080643030941,2,170.219941465667,66.1319648794003,3.4163098569119,119.570844991917,0.685727122426307,81.992971462389
"55",118,55,"spfr",1,"white pine",35,3,5.61650993288927,0.0123689067514546,0.432911736300911,5,62.5,1.5,0.0185533601271819,0.649367604451366,0.685727122426307,0.4452889787973
"56",118,55,"spfr",1,"white pine",35,1,8.85158126103182,0.0425993561942761,1.49097746679966,2,152.501864786862,55.5011188721173,2.36431193201418,82.7509176204964,0.685727122426307,56.7445486180394
"57",118,55,"spfr",1,"white pine",35,2,6.87148845787042,0.022118140556316,0.77413491947106,5,62.5,1.5,0.033177210834474,1.16120237920659,0.685727122426307,0.796267966047917
"58",118,55,"spfr",1,"white pine",35,2,10.2059394961981,0.0602030154103025,2.10710553936059,2,177.149725781504,70.2898354689025,4.23166004792196,148.108101677269,0.685727122426307,101.561742371176
"59",118,55,"spfr",1,"white pine",35,2,7.95473803340649,0.0325494833068196,1.13923191573869,5,108.217057389483,28.9302344336897,0.941664182761761,32.9582463966616,0.685727122426307,22.6003634618
"60",118,55,"spfr",1,"white pine",35,2,10.9388132614117,0.0709463755083709,2.48312314279298,2,180.531487403087,72.3188924418525,5.13076329952915,179.57671548352,0.685727122426307,123.140624363282
"61",118,55,"spfr",1,"white pine",35,2,4.2062867808564,0.00440545250429451,0.154190837650308,5,62.5,1.5,0.00660817875644177,0.231286256475462,0.685727122426307,0.158599259109671
"62",119,10,"spfr",1,"soft maple",35,2,4.99750816590374,0.00848358220680361,0.296925377238126,5,103.819497830385,26.2916986982312,0.223047787262955,7.80667255420344,0.984211005210189,7.68341304191937
"63",119,10,"spfr",1,"soft maple",35,2,4.08233077215124,0.00385685549135682,0.134989942197489,5,103.41517583311,26.0491054998662,0.100467635592092,3.51636724572323,0.984211005210189,3.46084734160144
"64",12,25,"wp",1,"white pine",35,2,4.6953319247866,0.00680846799896401,0.23829637996374,5,62.5,1.5,0.010212701998446,0.35744456994561,0.296628833840882,0.106028365945722
"65",12,25,"wp",1,"white pine",35,2,4.23593808193498,0.00454030694749086,0.15891074316218,5,62.5,1.5,0.00681046042123629,0.23836611474327,0.296628833840882,0.0707062626434782
"66",120,80,"spfr",1,"soft maple",35,5,5.90342951888789,0.0143767332322191,0.503185663127668,5,80,12,0.172520798786629,6.03822795753202,0.455993403413965,2.75339211694438
"67",120,80,"spfr",1,"soft maple",35,5,7.18030745803233,0.024901597093886,0.871555898286011,5,80,12,0.298819165126632,10.4586707794321,0.455993403413965,4.76908488389944
"68",120,80,"spfr",1,"soft maple",35,5,5.1750296314685,0.00953545726296572,0.3337410042038,5,80,12,0.114425487155589,4.0048920504456,0.455993403413965,1.82620435638822
"69",120,80,"spfr",1,"soft maple",35,5,6.5591316231364,0.0194572434036516,0.681003519127805,5,80,12,0.233486920843819,8.17204222953366,0.455993403413965,3.7263973490877
"70",120,80,"spfr",1,"soft maple",35,5,7.83134191275828,0.0312669386244905,1.09434285185717,5,80,12,0.375203263493887,13.132114222286,0.455993403413965,5.98815745824113
"71",120,80,"spfr",1,"soft maple",35,5,4.35764709657568,0.005108504728,0.17879766548,5,80,12,0.061302056736,2.14557198576,0.455993403413965,0.978366672056362
"72",121,65,"spfr",1,"soft maple",35,3,5.58873447421674,0.012181495328547,0.426352336499145,5,109.216185584258,29.5297113505547,0.359716040870123,12.5900614304543,0.308963680176171,3.88987171319723
"73",121,65,"spfr",1,"soft maple",35,5,5.0517371981,0.00879958558578595,0.307985495502508,5,80,12,0.105595027029431,3.6958259460301,0.308963680176171,1.14187598557604
"74",121,65,"spfr",1,"soft maple",35,5,4.50738617909406,0.00583991523232826,0.204397033131489,5,80,12,0.0700789827879392,2.45276439757787,0.308963680176171,0.757815114880747
"75",124,30,"spfr",1,"soft maple",35,2,4.29631293230704,0.00481921894162684,0.168672662956939,5,103.487750740437,26.0926504442623,0.125746195258237,4.40111683403829,0.593849306949698,2.61360018169829
"76",128,40,"spfr",1,"soft maple",35,5,4.67884068150207,0.00672123193758898,0.235243117815614,5,80,12,0.0806547832510678,2.82291741378737,0.630302770943649,1.77929266805526
"77",128,40,"spfr",1,"soft maple",35,5,4.10335295590456,0.00394817174243692,0.138186010985292,5,80,12,0.047378060909243,1.65823213182351,0.630302770943649,1.04518830755615
"78",13,35,"wp",1,"white pine",35,2,10.7213960279144,0.0676700007261238,2.36845002541433,2,179.844335360034,71.9066012160205,4.8659197565012,170.307191477542,0.790701179693881,134.662097211644
"79",13,35,"wp",1,"white pine",35,2,9.93639232191652,0.0564667422073304,1.97633597725656,2,174.831821368985,68.899092821391,3.89050731266441,136.167755943254,0.790701179693881,107.6680052606
"80",13,35,"wp",1,"white pine",35,1,9.21791903691766,0.0470728248232654,1.64754886881429,2,163.171253626178,61.9027521757068,2.91393740924506,101.987809323577,0.790701179693881,80.641881146547
"81",13,35,"wp",1,"white pine",35,1,8.33925410221833,0.0367014946391485,1.2845523123702,2,130.281508525348,42.1689051152086,1.54766184502459,54.1681645758608,0.790701179693881,42.8308316319854
"82",13,35,"wp",1,"white pine",35,2,7.21602316708528,0.0252333059980283,0.883165709930991,5,62.5,1.5,0.0378499589970425,1.32474856489649,0.790701179693881,1.04748025306143
"83",13,35,"wp",1,"white pine",35,2,5.85273351001518,0.0140124364894937,0.490435277132279,5,62.5,1.5,0.0210186547342405,0.735652915698419,0.790701179693881,0.581681628287983
"84",13,35,"wp",1,"white pine",35,3,4.28329836232637,0.00475860526615053,0.166551184315268,5,62.5,1.5,0.00713790789922579,0.249826776472903,0.790701179693881,0.197538326876244
"85",130,30,"spfr",1,"soft maple",35,2,4.18307522794786,0.0043008628215834,0.150530198755419,5,103.447977365075,26.068786419045,0.112118274313469,3.92413960097142,0.820439580309294,3.21951944729607
"86",130,30,"spfr",1,"soft maple",35,2,5.78481707930513,0.0135308077820014,0.47357827237005,5,104.450372385298,26.6702234311789,0.360869666750313,12.6304383362609,0.820439580309294,10.3625115277243
"87",130,30,"spfr",1,"soft maple",35,5,5.01315811509886,0.0085742969864426,0.300100394525491,5,80,12,0.102891563837311,3.60120473430589,0.820439580309294,2.95457090082177
"88",131,75,"spfr",1,"soft maple",35,5,6.41168187621408,0.0182551198923536,0.638929196232375,5,80,12,0.219061438708243,7.6671503547885,0.275293213195815,2.11071445722516
"89",131,75,"spfr",1,"soft maple",35,3,5.8521644114603,0.0140083702241232,0.490292957844311,5,109.59976477251,29.7598588635061,0.416887120777647,14.5910492272176,0.275293213195815,4.01681682565905
"90",131,75,"spfr",1,"soft maple",35,3,5.30422226501085,0.0103325092143594,0.361637822502578,5,108.667743939977,29.2006463639861,0.301715947621136,10.5600581667398,0.275293213195815,2.90711234425649
"91",131,75,"spfr",1,"soft maple",35,5,4.70893130281934,0.00688073228595516,0.240825630008431,5,80,12,0.082568787431462,2.88990756010117,0.275293213195815,0.795571938059128
"92",131,75,"spfr",1,"soft maple",35,5,4.03968050242771,0.00367375272383592,0.128581345334257,5,80,12,0.0440850326860311,1.54297614401109,0.275293213195815,0.4247708605693
"93",132,0,"spfr",1,"soft maple",35,2,6.01579584139107,0.0151987719183159,0.531957017141055,5,104.711766486599,26.8270598919594,0.40773836453689,14.2708427587911,1,14.2708427587911
"94",132,0,"spfr",1,"soft maple",35,1,4.93169808930932,0.00810638200112153,0.283723370039254,5,80,12,0.0972765840134583,3.40468044047104,1,3.40468044047104
"95",133,95,"spfr",1,"soft maple",35,3,13.8207727205617,0.121486233491305,4.25201817219567,3,110.500627480525,30.3003764883153,3.68107861293391,128.837751452687,0.749930483653315,96.6193572597191
"96",133,95,"spfr",1,"soft maple",35,5,12.827914733765,0.102581864745991,3.59036526610968,5,80,12,1.23098237695189,43.0843831933161,0.749930483653315,32.3102923260683
"97",133,95,"spfr",1,"soft maple",35,2,11.9195238362085,0.0866605328193819,3.03311864867837,2,171.441811202854,66.8650867217123,5.79456404231777,202.809741481122,0.749930483653315,152.093207518542
"98",133,95,"spfr",1,"soft maple",35,5,11.012941788498,0.072080660357512,2.52282311251292,5,80,12,0.864967924290144,30.2738773501551,0.749930483653315,22.7033034832629
"99",133,95,"spfr",1,"soft maple",35,3,10.0735510536776,0.0583534860529271,2.04237201185245,3,110.499293694686,30.2995762168118,1.76808589817733,61.8830064362065,0.749930483653315,46.4079529466255
"100",133,95,"spfr",1,"soft maple",35,5,9.05632839689943,0.0450732536117941,1.57756387641279,5,80,12,0.540879043341529,18.9307665169535,0.749930483653315,14.1967588899869
"101",133,95,"spfr",1,"soft maple",35,5,7.91671888834019,0.032151739188299,1.12531087159046,5,80,12,0.385820870259588,13.5037304590856,0.749930483653315,10.126859114306
"102",133,95,"spfr",1,"soft maple",35,5,6.64306492661976,0.0201569910283332,0.705494685991662,5,80,12,0.241883892339998,8.46593623189995,0.749930483653315,6.34886365296685
"103",133,95,"spfr",1,"soft maple",35,5,5.27197771964236,0.0101310886577555,0.354588103021444,5,80,12,0.121573063893067,4.25505723625733,0.749930483653315,3.190997131159
"104",134,65,"spfr",1,"soft maple",35,5,6.59643372720929,0.019766844526803,0.691839558438105,5,80,12,0.237202134321636,8.30207470125726,0.517667652739847,4.29771552347071
"105",134,65,"spfr",1,"soft maple",35,5,5.3698109938144,0.01074732712843,0.376156449495049,5,80,12,0.12896792554116,4.51387739394058,0.517667652739847,2.33668831527668
"106",134,65,"spfr",1,"soft maple",35,2,5.98008503808218,0.0149353432791902,0.522737014771658,5,104.668548678145,26.8011292068868,0.400284064974786,14.0099422741175,0.517667652739847,7.25249393206316
"107",134,65,"spfr",1,"soft maple",35,5,4.70076300310214,0.00683729231508392,0.239305231027937,5,80,12,0.082047507781007,2.87166277233524,0.517667652739847,1.48656692681519
"108",135,20,"spfr",1,"soft maple",35,2,4.1644251101279,0.00421744811310176,0.147610683958561,5,103.441727198316,26.0650363189897,0.109927938241452,3.84747783845082,0.882922978357188,3.39702659228828
"109",139,40,"spfr",1,"soft maple",35,1,4.60083304186738,0.00631445171765843,0.221005810118045,5,80,12,0.0757734206119011,2.65206972141654,0.678707833543904,1.79998049503
"110",139,40,"spfr",1,"soft maple",35,2,4.02053070738455,0.00359248237010237,0.125736882953583,5,103.396182528707,26.0377095172244,0.0935400123984753,3.27390043394664,0.678707833543904,2.22202187076237
"111",14,20,"wp",1,"white pine",35,2,10.9656726984772,0.0713563571720901,2.49747250102315,2,180.603270325557,72.3619621953341,5.16348602008354,180.722010702924,0.952295206151094,172.100704438381
"112",14,20,"wp",1,"white pine",35,3,7.75235046482421,0.0304586492230521,1.06605272280682,5,62.5,1.5,0.0456879738345782,1.59907908421024,0.952295206151094,1.52279534614989
"113",14,20,"wp",1,"white pine",35,2,9.05615022188483,0.0450710717637765,1.57748751173218,2,158.947929533913,59.3687577203476,2.67581353974005,93.6534738909017,0.952295206151094,89.1857542257024
"114",14,20,"wp",1,"white pine",35,2,10.0157962881088,0.0575553659890032,2.01443780961511,2,175.599476832663,69.3596860995977,3.99202211834473,139.720774142065,0.952295206151094,133.055423415209
"115",14,20,"wp",1,"white pine",35,2,6.02667667138639,0.0152794403040893,0.534780410643127,5,62.5,1.5,0.022919160456134,0.802170615964691,0.952295206151094,0.763903232098446
"116",145,30,"spfr",1,"paper birch",35,1,7.1410222447458,0.0245390818495758,0.858867864735152,5,80,12,0.294468982194909,10.3064143768218,0.922843074384141,9.51120312938317
"117",145,30,"spfr",1,"paper birch",35,1,6.33495941760139,0.0176433099598044,0.617515848593155,5,80,12,0.211719719517653,7.41019018311786,0.922843074384141,6.83844269035967
"118",145,30,"spfr",1,"paper birch",35,5,5.41980597479913,0.0110681216790931,0.387384258768259,5,80,12,0.132817460149117,4.6486111052191,0.922843074384141,4.28993856395666
"119",145,30,"spfr",1,"paper birch",35,5,4.12590873524346,0.0040469320487316,0.141642621705606,5,80,12,0.0485631845847792,1.69971146046727,0.922843074384141,1.56856694974358
"120",148,45,"spfr",1,"yellow birch",35,5,4.33027207148989,0.00497864900637173,0.174252715223011,5,80,12,0.0597437880764608,2.09103258267613,0.430341104231191,0.899857270612244
"121",149,55,"spfr",1,"aspen",35,2,4.99665094510609,0.00847862459834431,0.296751860942051,5,62.5,1.5,0.0127179368975165,0.445127791413076,0.0271422853717772,0.0120817855414426
"122",149,55,"spfr",1,"aspen",35,2,4.17585511637546,0.00426850438578793,0.149397653502578,5,62.5,1.5,0.0064027565786819,0.224096480253866,0.0271422853717772,0.00608249061786128
"123",149,55,"spfr",1,"aspen",35,3,4.58316207349851,0.00622365015155755,0.217827755304514,5,62.5,1.5,0.00933547522733632,0.326741632956771,0.0271422853717772,0.00886851464455318
"124",151,60,"spfr",1,"aspen",35,2,6.46772200951461,0.0187079244772526,0.65477735670384,5,62.5,1.5,0.0280618867158789,0.982166035055761,0.0627055493451041,0.0615872607762742
"125",151,60,"spfr",1,"aspen",35,5,5.97521295952397,0.0148995607015979,0.521484624555925,5,62.5,1.5,0.0223493410523968,0.782226936833888,0.0627055493451041,0.0490499697867069
"126",151,60,"spfr",1,"aspen",35,2,5.51186446365921,0.0116692276780686,0.408422968732401,5,62.5,1.5,0.0175038415171029,0.612634453098601,0.0627055493451041,0.0384155799292852
"127",151,60,"spfr",1,"aspen",35,3,5.01617064536583,0.00859180384123556,0.300713134443245,5,62.5,1.5,0.0128877057618533,0.451069701664867,0.0627055493451041,0.0282845734358277
"128",151,60,"spfr",1,"aspen",35,5,4.42955375823574,0.00545528264880385,0.190934892708135,5,62.5,1.5,0.00818292397320578,0.286402339062202,0.0627055493451041,0.0179590160046181
"129",152,85,"spfr",1,"aspen",35,3,13.4503981753116,0.114250651178465,3.99877279124629,3,62.5,1.5,0.171375976767698,5.99815918686944,0.132742706472229,0.796211884316313
"130",152,85,"spfr",1,"aspen",35,5,12.6516583612456,0.0993899076339568,3.47864676718849,5,62.5,1.5,0.149084861450935,5.21797015078273,0.132742706472229,0.692647480106205
"131",152,85,"spfr",1,"aspen",35,2,11.9859856962798,0.0877808661443734,3.07233031505307,2,62.5,1.5,0.13167129921656,4.6084954725796,0.132742706472229,0.61174416179523
"132",152,85,"spfr",1,"aspen",35,2,11.3321215957348,0.0770645478630371,2.6972591752063,2,62.5,1.5,0.115596821794556,4.04588876280945,0.132742706472229,0.537062224460905
"133",152,85,"spfr",1,"aspen",35,5,10.6707060660806,0.066916944911629,2.34209307190702,5,62.5,1.5,0.100375417367444,3.51313960786052,0.132742706472229,0.466343659762191
"134",152,85,"spfr",1,"aspen",35,5,9.98212784170877,0.0570925478213895,1.99823917374863,5,62.5,1.5,0.0856388217320843,2.99735876062295,0.132742706472229,0.397877514153337
"135",152,85,"spfr",1,"aspen",35,5,9.22769217254804,0.0471950936549439,1.65182827792304,5,62.5,1.5,0.0707926404824158,2.47774241688455,0.132742706472229,0.328902234358298
"136",152,85,"spfr",1,"aspen",35,5,8.35301546773097,0.0368544528577939,1.28990585002279,5,62.5,1.5,0.0552816792866909,1.93485877503418,0.132742706472229,0.256838390439579
"137",152,85,"spfr",1,"aspen",35,5,7.31516381231464,0.0261647149940467,0.915765024791636,5,62.5,1.5,0.0392470724910701,1.37364753718745,0.132742706472229,0.182341691825174
"138",152,85,"spfr",1,"aspen",35,5,6.1146717293198,0.0159387444483623,0.55785605569268,5,62.5,1.5,0.0239081166725434,0.83678408353902,0.132742706472229,0.111076983981853
"139",153,30,"spfr",1,"aspen",35,5,7.52355773984675,0.0281735537566399,0.986074381482397,5,62.5,1.5,0.0422603306349599,1.4791115722236,0.832267897073705,1.23101707775191
"140",153,30,"spfr",1,"aspen",35,2,9.30785480630279,0.0482037235925007,1.68713032573752,5,62.5,1.5,0.072305585388751,2.53069548860628,0.832267897073705,2.10621661243626
"141",153,30,"spfr",1,"aspen",35,5,6.5448449433916,0.0193392530680521,0.676873857381824,5,62.5,1.5,0.0290088796020782,1.01531078607274,0.832267897073705,0.845010572801007
"142",153,30,"spfr",1,"aspen",35,2,8.42040345739373,0.0376078264212303,1.31627392474306,5,62.5,1.5,0.0564117396318455,1.97441088711459,0.832267897073705,1.64323879697829
"143",153,30,"spfr",1,"aspen",35,5,5.26609313535864,0.0100945082905771,0.353307790170198,5,62.5,1.5,0.0151417624358656,0.529961685255298,0.832267897073705,0.441070097317063
"144",155,35,"hw-poor",1,"beech",35,2,4.74824394289989,0.00709128730688469,0.248195055740964,5,80,12,0.0850954476826163,2.97834066889157,0.524451313830064,1.5619946768337
"145",155,35,"hw-poor",1,"beech",35,2,4.09606776675798,0.00391644664590114,0.13707563260654,5,80,12,0.0469973597508136,1.64490759127848,0.524451313830064,0.862673947375044
"146",156,10,"hw-poor",1,"beech",35,2,7.26798196844885,0.0257194984319124,0.900182445116933,5,80,12,0.308633981182949,10.8021893414032,0.953954815041826,10.3048005352251
"147",156,10,"hw-poor",1,"beech",35,2,6.11941105766637,0.0159746037701294,0.559111131954529,5,80,12,0.191695245241553,6.70933358345435,0.953954815041826,6.40040107765811
"148",156,10,"hw-poor",1,"beech",35,3,4.63703735335077,0.0065020387399529,0.227571355898351,5,80,12,0.0780244648794348,2.73085627078022,0.953954815041826,2.60511348869795
"149",157,20,"hw-poor",1,"beech",35,2,5.20362461440375,0.00970958380310742,0.33983543310876,5,80,12,0.116515005637289,4.07802519730512,0.848146938708953,3.45876458707231
"150",157,20,"hw-poor",1,"beech",35,2,4.28388986123699,0.00476135424658766,0.166647398630568,5,80,12,0.0571362509590519,1.99976878356682,0.848146938708953,1.69609777190792
