"","tree","cutyr","plot","stand","spp","tpa_tree","max_grade","dib","vol_log","vol_ac","grade","roadside","stumprt","stump_log","stump_ac","cumsurv","stump_ac_mortadj"
"151",159,55,"hw-poor",1,"beech",35,2,5.78870958242709,0.0135582130561962,0.474537456966867,5,80,12,0.162698556674354,5.6944494836024,0.478371871746511,2.72406445803683
"152",159,55,"hw-poor",1,"beech",35,2,5.17974426840942,0.00956407699516643,0.334742694830825,5,80,12,0.114768923941997,4.0169123379699,0.478371871746511,1.92157787375631
"153",159,55,"hw-poor",1,"beech",35,3,4.47176983708346,0.00566270939263089,0.198194828742081,5,80,12,0.0679525127115706,2.37833794490497,0.478371871746511,1.13772997434994
"154",16,15,"wp",1,"white pine",35,3,9.20166436205721,0.0468698041230469,1.64044314430664,3,110.997331933208,30.5983991599251,1.43414097510449,50.1949341286572,0.915312129027954,45.9440320237191
"155",16,15,"wp",1,"white pine",35,2,8.41106569287041,0.0375030020825516,1.31260507288931,2,133.929553905362,44.3577323432171,1.66354812844494,58.2241844955729,0.915312129027954,53.2933022715592
"156",16,15,"wp",1,"white pine",35,2,7.55939294986091,0.028525958242146,0.998408538475109,5,82.9114633881418,13.7468780328851,0.392142868725954,13.7250004054084,0.915312129027954,12.5626593419839
"157",16,15,"wp",1,"white pine",35,2,6.40569795328686,0.0182070651953807,0.637247281838325,5,62.5,1.5,0.0273105977930711,0.955870922757487,0.915312129027954,0.874920249385071
"158",16,15,"wp",1,"white pine",35,2,4.92269788799757,0.0080553319664799,0.281936618826796,5,62.5,1.5,0.0120829979497198,0.422904928240195,0.915312129027954,0.387090010243947
"159",160,40,"hw-poor",1,"beech",35,2,8.15544352943013,0.0346873389468099,1.21405686313835,5,80,12,0.416248067361719,14.5686823576602,0.758441712467666,11.0494963957413
"160",160,40,"hw-poor",1,"beech",35,5,5.00389818380744,0.00852057478376373,0.29822011743173,5,80,12,0.102246897405165,3.57864140918076,0.758441712467666,2.71419091868676
"161",160,40,"hw-poor",1,"beech",35,3,6.23494772712785,0.0168598537720516,0.590094882021807,5,80,12,0.202318245264619,7.08113858426168,0.758441712467666,5.37063087406829
"162",160,40,"hw-poor",1,"beech",35,2,7.30203217048231,0.0260404464854442,0.911415626990548,5,80,12,0.312485357825331,10.9369875238866,0.758441712467666,8.29506754685403
"163",163,30,"hw-poor",1,"beech",35,2,4.59694410806613,0.00629442592289678,0.220304907301387,5,80,12,0.0755331110747613,2.64365888761665,0.806058528137766,2.1309437918506
"164",164,35,"hw-poor",1,"beech",35,2,7.53036625443603,0.0282403515724203,0.988412305034711,5,80,12,0.338884218869044,11.8609476604165,0.827337249367616,9.81300381226227
"165",164,35,"hw-poor",1,"beech",35,5,4.37797774428311,0.00520571688644992,0.182200091025747,5,80,12,0.0624686026373991,2.18640109230897,0.827337249367616,1.80889106572525
"166",164,35,"hw-poor",1,"beech",35,2,6.67353227698388,0.0204137702037398,0.714481957130892,5,80,12,0.244965242444877,8.5737834855707,0.827337249367616,7.09341044562556
"167",164,35,"hw-poor",1,"beech",35,3,5.60405366581076,0.0122847077593315,0.429964771576603,5,80,12,0.147416493111978,5.15957725891924,0.827337249367616,4.26871045729395
"168",165,80,"hw-poor",1,"beech",35,2,8.81725184978525,0.0421910974075693,1.47668840926493,5,80,12,0.506293168890832,17.7202609111791,0.490108253848571,8.68484613291909
"169",165,80,"hw-poor",1,"beech",35,2,8.14920832003644,0.0346199581385884,1.21169853485059,5,80,12,0.41543949766306,14.5403824182071,0.490108253848571,7.12636143727795
"170",165,80,"hw-poor",1,"beech",35,3,7.37906763174659,0.026773373838503,0.937068084347605,5,80,12,0.321280486062036,11.2448170121713,0.490108253848571,5.51117763068196
"171",165,80,"hw-poor",1,"beech",35,5,6.49928192620248,0.0189651294390729,0.663779530367553,5,80,12,0.227581553268875,7.96535436441063,0.490108253848571,3.90388591882639
"172",165,80,"hw-poor",1,"beech",35,5,5.53166123467986,0.0118002555064223,0.413008942724779,5,80,12,0.141603066077067,4.95610731269735,0.490108253848571,2.42902910091223
"173",165,80,"hw-poor",1,"beech",35,5,4.49369878238647,0.00577157592712662,0.202005157449432,5,80,12,0.0692589111255195,2.42406188939318,0.490108253848571,1.18805273983136
"174",166,15,"hw-poor",1,"beech",35,2,7.16003839432221,0.024714251854834,0.864998814919191,5,80,12,0.296571022258008,10.3799857790303,0.948510468166905,9.84552517083384
"175",166,15,"hw-poor",1,"beech",35,3,4.75013325439844,0.00710146825534193,0.248551388936968,5,80,12,0.0852176190641032,2.98261666724361,0.948510468166905,2.82904313140965
"176",166,15,"hw-poor",1,"beech",35,2,6.10299653888406,0.015850558653434,0.554769552870188,5,80,12,0.190206703841207,6.65723463444226,0.948510468166905,6.31445673981177
"177",167,15,"hw-poor",1,"beech",35,2,5.13321216862672,0.00928315743558014,0.324910510245305,5,80,12,0.111397889226962,3.89892612294366,0.921470104901731,3.59274386351299
"178",167,15,"hw-poor",1,"beech",35,2,4.11410913009583,0.0039951665411648,0.139830828940768,5,80,12,0.0479419984939776,1.67796994728922,0.921470104901731,1.54619914335055
"179",170,40,"hw-poor",1,"beech",35,2,5.88943240189742,0.0142757423802281,0.499650983307985,5,80,12,0.171308908562738,5.99581179969581,0.744043818226535,4.46114670481339
"180",170,40,"hw-poor",1,"beech",35,2,6.65467544584464,0.0202546703420894,0.708913461973129,5,80,12,0.243056044105073,8.50696154367755,0.744043818226535,6.32955214846415
"181",170,40,"hw-poor",1,"beech",35,3,4.9578314159364,0.00825534367426748,0.288937028599362,5,80,12,0.0990641240912098,3.46724434319234,0.744043818226535,2.57978171983319
"182",171,15,"hw-poor",1,"beech",35,2,6.39652013116606,0.0181334722266838,0.634671527933934,5,80,12,0.217601666720206,7.6160583352072,0.966688957273529,7.36235949059582
"183",171,15,"hw-poor",1,"beech",35,2,5.37459309832409,0.0107778395645922,0.377224384760729,5,80,12,0.129334074775107,4.52669261712874,0.966688957273529,4.37590376594997
"184",171,15,"hw-poor",1,"beech",35,3,4.08646523009205,0.00387475918933407,0.135616571626692,5,80,12,0.0464971102720088,1.62739885952031,0.966688957273529,1.57318850657782
"185",172,60,"hw-poor",1,"beech",35,2,8.5851744998231,0.0394803570555449,1.38181249694407,5,80,12,0.473764284666538,16.5817499633288,0.598864186774402,9.93021620708539
"186",172,60,"hw-poor",1,"beech",35,5,4.73543975201626,0.00702243901602144,0.24578536556075,5,80,12,0.0842692681922572,2.949424386729,0.598864186774402,1.76630463681105
"187",172,60,"hw-poor",1,"beech",35,5,5.8834050907792,0.0142323506907441,0.498132274176042,5,80,12,0.170788208288929,5.97758729011251,0.598864186774402,3.57976295136623
"188",172,60,"hw-poor",1,"beech",35,2,7.83447210435959,0.0312991732999059,1.09547106549671,5,80,12,0.375590079598871,13.1456527859605,0.598864186774402,7.87246066528287
"189",172,60,"hw-poor",1,"beech",35,3,6.92821964451297,0.0226180879764397,0.791633079175389,5,80,12,0.271417055717276,9.49959695010467,0.598864186774402,5.68896840220902
"190",173,35,"hw-poor",1,"beech",35,5,4.48351511604918,0.00572092377343099,0.200232332070085,5,80,12,0.0686510852811719,2.40278798484102,0.915438986372295,2.19960579731039
"191",173,35,"hw-poor",1,"beech",35,2,7.53127595864342,0.0282492821997578,0.988724876991522,5,80,12,0.338991386397093,11.8646985238983,0.915438986372295,10.8614075903303
"192",173,35,"hw-poor",1,"beech",35,3,5.66703459903905,0.0127129646436649,0.444953762528273,5,80,12,0.152555575723979,5.33944515033928,0.915438986372295,4.88793625621705
"193",173,35,"hw-poor",1,"beech",35,2,6.69941744401132,0.0206330918065495,0.722158213229232,5,80,12,0.247597101678594,8.66589855875078,0.915438986372295,7.93310139262795
"194",174,20,"hw-poor",1,"beech",35,2,6.56610296168003,0.0195149360175241,0.683022760613342,5,80,12,0.234179232210289,8.19627312736011,0.887246791588616,7.27211703523424
"195",174,20,"hw-poor",1,"beech",35,2,5.59815356896344,0.0122449118600431,0.428571915101507,5,80,12,0.146938942320517,5.14286298121809,0.887246791588616,4.56298867966561
"196",174,20,"hw-poor",1,"beech",35,3,4.38065676938648,0.00521857586690514,0.18265015534168,5,80,12,0.0626229104028617,2.19180186410016,0.887246791588616,1.94466917172081
"197",176,25,"hw-poor",1,"beech",35,2,5.92795447241612,0.0145544356906347,0.509405249172213,5,80,12,0.174653228287616,6.11286299006655,0.874370648385521,5.34490797611635
"198",176,25,"hw-poor",1,"beech",35,2,5.06790176314423,0.00889468548203153,0.311313991871103,5,80,12,0.106736225784378,3.73576790245324,0.874370648385521,3.26644580308586
"199",176,25,"hw-poor",1,"beech",35,3,4.00815857932212,0.00354028638251918,0.123910023388171,5,80,12,0.0424834365902301,1.48692028065806,0.874370648385521,1.30011944989657
"200",178,60,"hw-poor",1,"beech",35,5,4.31056301222459,0.00488589610940574,0.171006363829201,5,80,12,0.0586307533128688,2.05207636595041,0.533543267811607,1.09487153008815
"201",178,60,"hw-poor",1,"beech",35,2,7.20723975052909,0.0251515418998497,0.880303966494739,5,80,12,0.301818502798196,10.5636475979369,0.533543267811607,5.63616305941347
"202",178,60,"hw-poor",1,"beech",35,2,7.92092998179583,0.0321956809736431,1.12684883407751,5,80,12,0.386348171683717,13.5221860089301,0.533543267811607,7.21467131116096
"203",178,60,"hw-poor",1,"beech",35,3,6.35476405282316,0.0178003413062426,0.623011945718491,5,80,12,0.213604095674911,7.47614334862189,0.533543267811607,3.98884595285174
"204",178,60,"hw-poor",1,"beech",35,5,5.37937161169672,0.0108083654530307,0.378292790856073,5,80,12,0.129700385436368,4.53951349027287,0.533543267811607,2.42202686187506
"205",18,40,"wp",1,"white pine",35,1,10.6962683338745,0.06729618956994,2.3553666349479,2,179.751227680826,71.8507366084957,4.83528079154516,169.23482770408,0.761849231457812,128.931423422249
"206",18,40,"wp",1,"white pine",35,2,8.38728923830358,0.0372367179049072,1.30328512667175,2,132.740289542149,43.6441737252896,1.62516578520137,56.880802482048,0.761849231457812,43.3345956556519
"207",18,40,"wp",1,"white pine",35,2,9.2303372605336,0.0472282117209042,1.65298741023165,2,163.466115540504,62.0796693243024,2.93191176641188,102.616911824416,0.761849231457812,78.1786154080052
"208",18,40,"wp",1,"white pine",35,2,6.01714452640187,0.0152087605769351,0.532306620192728,5,62.5,1.5,0.0228131408654026,0.798459930289092,0.761849231457812,0.608306084240603
"209",18,40,"wp",1,"white pine",35,3,4.51950985795799,0.0059006961960341,0.206524366861193,5,62.5,1.5,0.00885104429405115,0.30978655029179,0.761849231457812,0.236010645255767
"210",18,40,"wp",1,"white pine",35,3,7.31624654419649,0.026174973448397,0.916124070693894,5,62.5,1.5,0.0392624601725955,1.37418610604084,0.761849231457812,1.04692262876722
"211",18,40,"wp",1,"white pine",35,2,9.92712538977261,0.0563403471828112,1.97191215139839,2,174.737093078487,68.8422558470923,3.87859659527309,135.750880834558,0.761849231457812,103.421704233529
"212",182,50,"hw-poor",1,"soft maple",35,2,4.79873748181226,0.00736533579930625,0.257786752975719,5,103.708247351279,26.2249484107676,0.193155551364786,6.76044429776751,0.419738747054602,2.83762041907736
"213",182,50,"hw-poor",1,"soft maple",35,2,4.22958617596467,0.00451130060485422,0.157895521169898,5,103.46392885972,26.0783573158319,0.117647309132517,4.1176558196381,0.419738747054602,1.72833969453699
"214",183,45,"hw-poor",1,"soft maple",35,2,13.3149837457802,0.111659733855877,3.90809068495569,2,210.982682014645,90.5896092087869,10.115211654361,354.032407902636,0.966287417928138,342.097061295119
"215",183,45,"hw-poor",1,"soft maple",35,2,7.07691713686793,0.0239528098837505,0.838348345931266,5,106.631557110089,27.9789342660536,0.670174093224733,23.4560932628657,0.966287417928138,22.6653277936561
"216",183,45,"hw-poor",1,"soft maple",35,5,11.8826190449533,0.0860414731868808,3.01145156154083,5,80,12,1.03249767824257,36.13741873849,0.966287417928138,34.9191330434034
"217",183,45,"hw-poor",1,"soft maple",35,2,10.450708406569,0.0636960370754414,2.22936129764045,2,135.995715661867,45.5974293971204,2.9043755534238,101.653144369833,0.966287417928138,98.2261543974022
"218",183,45,"hw-poor",1,"soft maple",35,5,8.92264285811259,0.0434504099486279,1.52076434820198,5,80,12,0.521404919383534,18.2491721784237,0.966287417928138,17.633945463615
"219",183,45,"hw-poor",1,"soft maple",35,5,4.85059904736809,0.00765103451930575,0.267786208175701,5,80,12,0.091812414231669,3.21343449810842,0.966287417928138,3.10510132385838
"220",184,65,"hw-poor",1,"soft maple",35,3,10.5457294534336,0.0650777537523353,2.27772138133173,3,110.49999469796,30.2999968187759,1.97185573166884,69.0149506084094,0.826053492253584,57.0100409677852
"221",184,65,"hw-poor",1,"soft maple",35,5,5.26167289998203,0.0100670670195376,0.352347345683818,5,80,12,0.120804804234452,4.22816814820581,0.826053492253584,3.49269306466078
"222",184,65,"hw-poor",1,"soft maple",35,5,8.6381186762251,0.04009121326982,1.4031924644437,5,80,12,0.48109455923784,16.8383095733244,0.826053492253584,13.9093444266916
"223",184,65,"hw-poor",1,"soft maple",35,2,9.57762382285383,0.0516731800180708,1.80856130063248,3,122.533445057243,37.5200670343456,1.93878117815582,67.8573412354538,0.826053492253584,56.0537937025897
"224",184,65,"hw-poor",1,"soft maple",35,5,6.5494049094742,0.0193768774525449,0.678190710839071,5,80,12,0.232522529430538,8.13828853006885,0.826053492253584,6.72266166123066
"225",184,65,"hw-poor",1,"soft maple",35,5,7.65547397576634,0.0294809108323695,1.03183187913293,5,80,12,0.353770929988434,12.3819825495952,0.826053492253584,10.2281799261161
"226",185,80,"hw-poor",1,"soft maple",35,5,7.16065260079809,0.0247199193038425,0.865197175634487,5,80,12,0.29663903164611,10.3823661076138,0.282937973988744,2.93756563169766
"227",185,80,"hw-poor",1,"soft maple",35,2,6.5415357155151,0.0193119692817195,0.675918924860181,5,105.489425288455,27.293655173073,0.527094230288229,18.448298060088,0.282937973988744,5.21972407666178
"228",185,80,"hw-poor",1,"soft maple",35,3,5.94224867752916,0.0146584500715019,0.513045752502568,5,109.706221351273,29.8237328107638,0.437169698352395,15.3009394423338,0.282937973988744,4.32921680593839
"229",185,80,"hw-poor",1,"soft maple",35,3,5.2994916183541,0.0103028548896872,0.360599921139051,5,108.657406718262,29.1944440309573,0.300786120436047,10.5275142152617,0.282937973988744,2.97863354320384
"230",185,80,"hw-poor",1,"soft maple",35,5,4.57829028820461,0.00619870409662223,0.216954643381778,5,80,12,0.0743844491594668,2.60345572058134,0.282937973988744,0.736616486950689
"231",187,15,"hw-poor",1,"soft maple",35,2,4.24378688835818,0.00457623769291146,0.160168319251901,5,103.46890477528,26.0813428651682,0.11935442430133,4.17740485054656,0.965374935911526,4.03276193987288
"232",189,30,"hw-poor",1,"soft maple",35,5,7.3323450276244,0.0263277203488859,0.921470212211007,5,80,12,0.315932644186631,11.0576425465321,0.928174717532318,10.2634242472008
"233",189,30,"hw-poor",1,"soft maple",35,5,6.35157495224323,0.0177750126854027,0.622125443989094,5,80,12,0.213300152224832,7.46550532786913,0.928174717532318,6.92929329893095
"234",189,30,"hw-poor",1,"soft maple",35,2,5.31880913531497,0.0104241721299522,0.364846024548328,5,104.03577585274,26.421465511644,0.275421904418974,9.63976665466408,0.928174717532318,8.94738769177029
"235",189,30,"hw-poor",1,"soft maple",35,5,4.07686640060958,0.00383323453801775,0.134163208830621,5,80,12,0.045998814456213,1.60995850596745,0.928174717532318,1.49432278151509
"236",19,40,"wp",1,"white pine",35,3,4.15551450384297,0.0041777899278059,0.146222647473207,5,62.5,1.5,0.00626668489170885,0.21933397120981,0.101854852360924,0.0223402292553103
"237",19,40,"wp",1,"white pine",35,2,4.54244338591032,0.00601631132950632,0.210570896532721,5,62.5,1.5,0.00902446699425948,0.315856344799082,0.101854852360924,0.0321715013667716
"238",190,55,"hw-poor",1,"soft maple",35,2,7.05445101177274,0.0237488945481207,0.831211309184225,5,106.574756472629,27.9448538835776,0.663659388043727,23.2280785815304,0.681438516269821,15.8285074043969
"239",190,55,"hw-poor",1,"soft maple",35,5,6.32581925547686,0.0175710480224619,0.614986680786166,5,80,12,0.210852576269543,7.37984016943399,0.681438516269821,5.02890733536752
"240",190,55,"hw-poor",1,"soft maple",35,5,5.59448218309211,0.0122201764922843,0.42770617722995,5,80,12,0.146642117907411,5.1324741267594,0.681438516269821,3.49746555373217
"241",190,55,"hw-poor",1,"soft maple",35,5,4.78074902831622,0.00726723988280736,0.254353395898258,5,80,12,0.0872068785936884,3.05224075077909,0.681438516269821,2.07991440850919
"242",192,100,"hw-poor",1,"soft maple",35,3,12.8839101421886,0.103606279050551,3.62621976676928,3,110.500615075838,30.3003690455029,3.13930849066305,109.875797173207,0.568146568231219,62.4255570956268
"243",192,100,"hw-poor",1,"soft maple",35,2,11.9712585742251,0.0875320077301462,3.06362027055512,2,172.91242807445,67.7474568446697,5.93007091622538,207.552482067888,0.568146568231219,117.920230414742
"244",192,100,"hw-poor",1,"soft maple",35,5,11.1421532555023,0.0740787161476536,2.59275506516788,5,80,12,0.888944593771843,31.1130607820145,0.568146568231219,17.6767787104709
"245",192,100,"hw-poor",1,"soft maple",35,3,10.3155626132287,0.0617556202979114,2.1614467104269,3,110.499717075549,30.2998302453292,1.87118481172172,65.4914684102603,0.568146568231219,37.2087530257127
"246",192,100,"hw-poor",1,"soft maple",35,3,9.45732005832344,0.0501116593710327,1.75390807798614,3,110.497106567658,30.2982639405951,1.51829628212474,53.140369874366,0.568146568231219,30.1915187786587
"247",192,100,"hw-poor",1,"soft maple",35,5,8.52823330797216,0.0388283648858283,1.35899277100399,5,80,12,0.465940378629939,16.3079132520479,0.568146568231219,9.26528494916341
"248",192,100,"hw-poor",1,"soft maple",35,5,7.49364048210448,0.0278809124221969,0.975831934776893,5,80,12,0.334570949066363,11.7099832173227,0.568146568231219,6.65298677896706
"249",192,100,"hw-poor",1,"soft maple",35,5,6.34546281220015,0.0177265138195092,0.620427983682822,5,80,12,0.21271816583411,7.44513580419387,0.568146568231219,4.22992835716812
"250",192,100,"hw-poor",1,"soft maple",35,5,5.11070757070394,0.0091485313275385,0.320198596463848,5,80,12,0.109782375930462,3.84238315756617,0.568146568231219,2.18303680480065
"251",193,40,"hw-poor",1,"soft maple",35,5,5.57251486392696,0.0120726235548654,0.42254182442029,5,80,12,0.144871482658385,5.07050189304348,0.834072050763807,4.22916391233254
"252",193,40,"hw-poor",1,"soft maple",35,5,4.11010548337503,0.00397765268934713,0.139217844127149,5,80,12,0.0477318322721655,1.67061412952579,0.834072050763807,1.39341255304857
"253",193,40,"hw-poor",1,"soft maple",35,2,4.86553973174265,0.00773413530006334,0.270694735502217,5,103.743909605907,26.246345763544,0.202992789267494,7.10474762436228,0.834072050763807,5.92587142121113
"254",194,10,"hw-poor",1,"soft maple",35,5,4.37531318811741,0.00519293868872381,0.181752854105333,5,80,12,0.0623152642646858,2.181034249264,0.971274354007001,2.11838263152104
"255",196,35,"hw-poor",1,"soft maple",35,2,4.95962703950305,0.00826561876549131,0.289296656792196,5,103.797075998958,26.2782455993748,0.217205959950382,7.60220859826337,0.741933517053616,5.64033336268478
"256",196,35,"hw-poor",1,"soft maple",35,2,4.27883029927199,0.00473785801903577,0.165825030666252,5,103.481400137231,26.0888400823383,0.123605220191448,4.3261827067007,0.741933517053616,3.20973995099898
"257",197,60,"hw-poor",1,"fir",35,2,5.04364995046413,0.00875216254655412,0.306325689129394,5,62.5,1.5,0.0131282438198312,0.459488533694091,0.0564804663421904,0.0259521266619315
"258",197,60,"hw-poor",1,"fir",35,2,4.55804408274192,0.00609543787701858,0.21334032569565,5,62.5,1.5,0.00914315681552787,0.320010488543475,0.0564804663421904,0.0180743416273277
"259",199,30,"hw-poor",1,"fir",35,2,8.60091015477954,0.0396614449143284,1.38815057200149,2,77.4999644497895,10.4999786698737,0.416444325616818,14.5755513965886,0.815613447268936,11.8880157204172
"260",199,30,"hw-poor",1,"fir",35,2,7.65922285188813,0.0295184689428277,1.03314641299897,5,77.4997474763589,10.4998484858153,0.309939451432937,10.8478808001528,0.815613447268936,8.84767745497512
"261",199,30,"hw-poor",1,"fir",35,2,6.64164155774121,0.0201450309914721,0.705076084701524,5,77.4744679080411,10.4846807448246,0.211214218540183,7.39249764890642,0.815613447268936,6.02942049135207
"262",199,30,"hw-poor",1,"fir",35,2,5.38324741254042,0.0108331513728422,0.379160298049477,5,69.187566057798,5.51253963467882,0.059718176311268,2.09013617089438,0.815613447268936,1.70474316760466
"263",2,15,"wp",1,"white pine",35,2,4.15442290396113,0.00417294026590208,0.146052909306573,5,62.5,1.5,0.00625941039885312,0.219079363959859,0.463615256799448,0.10156853558171
"264",20,20,"wp",1,"white pine",35,2,9.57296013144751,0.0516122168744096,1.80642759060434,2,170.163165169407,66.0978991016445,3.41145910337692,119.401068618192,0.948565092832856,113.259685738158
"265",20,20,"wp",1,"white pine",35,2,10.4804621182639,0.0641271449041737,2.24445007164608,2,178.809219169545,71.2855315017268,4.57133760818228,159.99681628638,0.948565092832856,151.767394893651
"266",20,20,"wp",1,"white pine",35,2,7.36887419408093,0.026675849533457,0.933654733670995,5,70.7725788717476,6.46354732304858,0.172420615842023,6.03472155447079,0.948565092832856,5.72432621153702
"267",20,20,"wp",1,"white pine",35,3,5.70023175862004,0.0129412397334538,0.452943390670883,5,62.5,1.5,0.0194118596001807,0.679415086006324,0.948565092832856,0.644469434129632
"268",20,20,"wp",1,"white pine",35,2,8.63957977861491,0.0401081343666856,1.403784702834,2,144.388324195359,50.6329945172153,2.03079494748413,71.0778231619445,0.948565092832856,67.4219419259671
"269",200,30,"hw-poor",1,"fir",35,2,5.49843722831913,0.0115807126552884,0.405324942935093,5,72.4607432536084,7.47644595216503,0.086582572254817,3.03039002891859,0.61005017892413,1.84868997935169
"270",200,30,"hw-poor",1,"fir",35,2,4.8186773425905,0.00747467527216148,0.261613634525652,5,62.5,1.5,0.0112120129082422,0.392420451788478,0.61005017892413,0.239396166827049
"271",200,30,"hw-poor",1,"fir",35,2,4.00241320009817,0.00351613042314554,0.123064564810094,5,62.5,1.5,0.00527419563471831,0.184596847215141,0.61005017892413,0.112613339672427
"272",201,30,"hw-poor",1,"fir",35,2,6.07385142441958,0.015631364922396,0.54709777228386,5,77.1392850404656,10.2835710242794,0.160746251385889,5.6261187985061,0.477091829754882,2.68417531199761
"273",201,30,"hw-poor",1,"fir",35,2,5.32712023703834,0.010476550020964,0.36667925073374,5,66.9757345582074,4.18544073492443,0.0438489792192161,1.53471427267256,0.477091829754882,0.732199640500286
"274",201,30,"hw-poor",1,"fir",35,2,4.4396976927857,0.00550486543151749,0.192670290103112,5,62.5,1.5,0.00825729814727624,0.289005435154668,0.477091829754882,0.137882131867047
"275",204,60,"hw-poor",1,"yellow birch",35,1,7.80420235916447,0.0309881097482742,1.0845838411896,5,111.73673331746,31.0420399904759,0.961934142035187,33.6676949712315,0.514931598200556,17.3365599792651
"276",204,60,"hw-poor",1,"yellow birch",35,5,5.74967910863019,0.0132845096184211,0.464957836644739,5,80,12,0.159414115421053,5.57949403973687,0.514931598200556,2.87305778303218
"277",204,60,"hw-poor",1,"yellow birch",35,2,6.49930920391672,0.0189653524310737,0.66378733508758,5,86.1560986517597,15.6936591910558,0.297635777491533,10.4172522122036,0.514931598200556,5.3641723304883
"278",204,60,"hw-poor",1,"yellow birch",35,5,7.12311288940848,0.0243746336434696,0.853112177521434,5,80,12,0.292495603721635,10.2373461302572,0.514931598200556,5.27153300418562
"279",204,60,"hw-poor",1,"yellow birch",35,5,4.80225974041282,0.00738460394087762,0.258461137930717,5,80,12,0.0886152472905314,3.1015336551686,0.514931598200556,1.59707768192878
"280",205,25,"hw-poor",1,"yellow birch",35,1,6.38390783054245,0.0180325584263953,0.631139544923836,5,96.7894420257009,22.0736652154205,0.39804465768176,13.9315630188616,0.91477848695266,12.7442941392799
"281",205,25,"hw-poor",1,"yellow birch",35,5,5.63926490295111,0.0125233583127325,0.438317540945638,5,80,12,0.15028029975279,5.25981049134766,0.91477848695266,4.81156148293274
"282",205,25,"hw-poor",1,"yellow birch",35,2,4.7581287195671,0.00714461639502778,0.250061573825972,5,82.3809644020192,13.4285786412115,0.0959420431219197,3.35797150926719,0.91477848695266,3.07180009647758
"283",206,65,"hw-poor",1,"yellow birch",35,2,5.40762141329458,0.0109895722925437,0.38463503023903,5,83.3046263713104,13.9827758227862,0.153664725754942,5.37826540142296,0.379375241112054,2.04038073342945
"284",206,65,"hw-poor",1,"yellow birch",35,2,6.11571235160021,0.0159466150760666,0.55813152766233,5,84.907754460607,14.9446526763642,0.238316623675488,8.34108182864208,0.379375241112054,3.16439992987646
"285",206,65,"hw-poor",1,"yellow birch",35,1,6.70437343048737,0.0206752048929397,0.723632171252889,5,99.3784597089037,23.6270758253422,0.488494633709972,17.097312179849,0.379375241112054,6.48629693059828
"286",206,65,"hw-poor",1,"yellow birch",35,5,4.52212566834842,0.00591384101437439,0.206984435503104,5,80,12,0.0709660921724927,2.48381322603724,0.379375241112054,0.942297241505188
"287",206,65,"hw-poor",1,"yellow birch",35,5,7.34176410920597,0.0264172825420436,0.924604888971527,5,80,12,0.317007390504524,11.0952586676583,0.379375241112054,4.20926643224348
"288",207,45,"hw-poor",1,"hard maple",35,2,4.24004060350875,0.00455907548742367,0.159567642059829,5,93.2594815407193,19.9556889244316,0.0909794922100281,3.18428222735098,0.778607112713968,2.47930479110415
"289",209,90,"hw-poor",1,"hard maple",35,5,13.7509357298318,0.120105201417794,4.2036820496228,5,80,12,1.44126241701353,50.4441845954736,0.852242871324226,42.9906967212557
"290",209,90,"hw-poor",1,"hard maple",35,3,12.8116634256464,0.102285487946205,3.57999207811716,3,123.841656768601,38.3049940611609,3.91804500832231,137.131575291281,0.852242871324226,116.869407475455
"291",209,90,"hw-poor",1,"hard maple",35,2,11.9459926646423,0.0871058695643719,3.04870543475302,2,241.297895528393,108.778737317036,9.47526650411477,331.634327644017,0.852242871324226,282.632991621016
"292",209,90,"hw-poor",1,"hard maple",35,3,10.9952341669285,0.0718089102003623,2.51331185701268,3,122.709177995333,37.6255067972001,2.70184663884326,94.5646323595141,0.852242871324226,80.5920338077921
"293",209,90,"hw-poor",1,"hard maple",35,5,9.83143965336733,0.0550432487764978,1.92651370717742,5,80,12,0.660518985317974,23.1181644861291,0.852242871324226,19.7022908814044
"294",209,90,"hw-poor",1,"hard maple",35,5,8.36618877006358,0.0370011571623469,1.29504050068214,5,80,12,0.444013885948163,15.5404860081857,0.852242871324226,13.2442684173901
"295",209,90,"hw-poor",1,"hard maple",35,5,6.63246609551519,0.0200680104210352,0.702380364736232,5,80,12,0.240816125052423,8.42856437683479,0.852242871324226,7.18318390565476
"296",209,90,"hw-poor",1,"hard maple",35,5,4.77143171341835,0.0072166325527236,0.252582139345326,5,80,12,0.0865995906326832,3.03098567214391,0.852242871324226,2.58313593217051
"297",21,75,"wp",1,"white pine",35,2,13.7062048718017,0.119224724400737,4.17286535402578,2,182.484907999689,73.4909447998135,8.76193763970752,306.667817389763,0.429557161610477,131.731357195227
"298",21,75,"wp",1,"white pine",35,2,12.866271108291,0.103283041209499,3.61490644233247,2,182.387518564732,73.4325111388392,7.58433307406973,265.45165759244,0.429557161610477,114.026660580205
"299",21,75,"wp",1,"white pine",35,2,12.2404132515263,0.0921346848059247,3.22471396820736,2,182.193605496921,73.3161632981529,6.75496159665502,236.423655882926,0.429557161610477,101.557474558642
"300",21,75,"wp",1,"white pine",35,2,11.6118416736826,0.0815656340602805,2.85479719210982,2,181.733319716238,73.0399918297427,5.95755324535067,208.514363587273,0.429557161610477,89.5688381775642
"301",21,75,"wp",1,"white pine",35,3,10.8897652825649,0.0702006721821156,2.45702352637404,3,110.999407644811,30.5996445868867,2.14811561853328,75.1840466486647,0.429557161610477,32.2958456767901
